id;merchant_reference;amount;created_at
4b1b1d7772e3;padberg_group;155.27;2023-03-29
faa61e16732e;padberg_group;255.5;2023-03-29
9ee77f88d619;padberg_group;279.09;2023-03-29
2e1f913f8241;padberg_group;444.63;2023-03-29
510ae7703621;padberg_group;282.72;2023-03-29
288d87de3a0b;padberg_group;35.39;2023-03-29
ca815b2b3d41;padberg_group;462.26;2023-03-29
cff3b5b59ab5;padberg_group;371.6;2023-03-29
1872bee6dcdf;padberg_group;393.23;2023-03-29
2ec9af63b305;padberg_group;316.55;2023-03-29
b2534008a8e9;padberg_group;81.68;2023-03-29
9898a8bb9d12;padberg_group;316.85;2023-03-29
f8e7d9730c39;padberg_group;421.31;2023-03-29
e0956acf911a;padberg_group;233.53;2023-03-29
d52a8af28fed;padberg_group;185.7;2023-03-29
c87ecaac77ac;padberg_group;461.89;2023-03-29
76f1e04a2091;padberg_group;437.33;2023-03-29
771981a2f0b3;padberg_group;206.28;2023-03-29
1a612dca0cec;padberg_group;384.47;2023-03-29
513ed0c7ad47;padberg_group;43.35;2023-03-29
80526186249b;padberg_group;111.37;2023-03-29
f37f798db348;padberg_group;413.35;2023-03-29
e39cc87dc036;padberg_group;333.21;2023-03-29
274ae3268bd8;padberg_group;119.95;2023-03-29
5e1b650e9a6d;padberg_group;301.26;2023-03-29
ed39dd53561e;padberg_group;128.91;2023-03-29
02395da05281;padberg_group;250.44;2023-03-29
e056f93c437d;padberg_group;369.86;2023-03-29
be82f0c047da;padberg_group;349.23;2023-03-29
4791c2f0a528;padberg_group;109.52;2023-03-29
6ea4243d076f;padberg_group;122.51;2023-03-29
5278af5cd774;padberg_group;453.44;2023-03-29
3951e0ded87a;padberg_group;111.48;2023-03-29
870935fef5b1;padberg_group;31.83;2023-03-30
dd1e33cb7fc4;padberg_group;63.19;2023-03-30
6040822e2297;padberg_group;178.3;2023-03-30
fb5358377bef;padberg_group;483.27;2023-03-30
b52226fcf833;padberg_group;420.08;2023-03-30
f73b655c5467;padberg_group;83.75;2023-03-30
2abf4ff8e463;padberg_group;126.65;2023-03-30
e9dc6eaa49a8;padberg_group;77.86;2023-03-30
c3be1a2fdd28;padberg_group;177.51;2023-03-30
a2b27abe8897;padberg_group;153.61;2023-03-30
6c277dc297b2;padberg_group;288.3;2023-03-30
2d086f08f0be;padberg_group;495.75;2023-03-30
158e79d2677a;padberg_group;407.13;2023-03-30
528669520b53;padberg_group;473.92;2023-03-30
0c1da6fdc9a1;padberg_group;58.83;2023-03-30
44959a912f9b;padberg_group;32.47;2023-03-30
ce41aecc931d;padberg_group;455.98;2023-03-30
97f553a6a955;padberg_group;258.14;2023-03-30
2a2b2f9bb4cc;padberg_group;236.98;2023-03-30
4b3f8bb2caad;padberg_group;337.38;2023-03-30
2fc675344303;padberg_group;110.45;2023-03-30
49c4c50b1e8e;padberg_group;150.01;2023-03-30
f36d985575ca;padberg_group;471.5;2023-03-30
26c9b0c01c5e;padberg_group;76.54;2023-03-30
5ffa0f3d95c4;padberg_group;189.25;2023-03-30
983ca9b6a81f;padberg_group;226.88;2023-03-30
3084859c08bd;padberg_group;203.42;2023-03-30
f4ad948b7ecf;padberg_group;329.47;2023-03-30
f845511ddc36;padberg_group;330.69;2023-03-30
8740b82a480e;padberg_group;363.12;2023-03-30
51852743a8ba;padberg_group;82.18;2023-03-30
916a2188ea7f;padberg_group;162.4;2023-03-30
38798b43d4ed;padberg_group;79.03;2023-03-30
d5e1d2c625a6;padberg_group;84.91;2023-03-30
0c455ce9f92f;padberg_group;363.23;2023-03-30
d6f616961830;padberg_group;105.04;2023-03-30
1415a1a9afdc;padberg_group;493.84;2023-03-30
fdc8f762225b;padberg_group;111.95;2023-03-30
5fb9a4ae8c04;padberg_group;295.01;2023-03-30
bf8f2f005322;padberg_group;168.16;2023-03-30
df7ab109a0d4;padberg_group;404.18;2023-03-30
094f46d1fcdd;padberg_group;379.25;2023-03-30
1aaa091ec3c9;padberg_group;75.9;2023-03-30
c8b38447442e;padberg_group;274.15;2023-03-31
befe2e3cc605;padberg_group;154.69;2023-03-31
f2f2bafc2b03;padberg_group;224.44;2023-03-31
573a1c8d71ba;padberg_group;358.75;2023-03-31
d375a5b43c6e;padberg_group;479.02;2023-03-31
1cc493f8bad1;padberg_group;263.4;2023-03-31
842672bbae5f;padberg_group;413.34;2023-03-31
02411067d5e6;padberg_group;487.88;2023-03-31
fe7d4d472ce9;padberg_group;365.74;2023-03-31
da74863f133c;padberg_group;161.6;2023-03-31
9eca91d6e9cb;padberg_group;289.89;2023-03-31
aeb3ac3d8527;padberg_group;351.19;2023-03-31
0835462b8de8;padberg_group;375.07;2023-03-31
41f6fc6028f9;padberg_group;223.45;2023-03-31
e0ca3a389065;padberg_group;340.58;2023-03-31
17bc5a6db444;padberg_group;45.14;2023-03-31
3848ed01cfaf;padberg_group;231.69;2023-03-31
985164f53f91;padberg_group;177.7;2023-03-31
020b850f220d;padberg_group;304.36;2023-03-31
17137734a49c;padberg_group;165.21;2023-03-31
202ee71d2474;padberg_group;149.52;2023-03-31
d6f89589bab5;padberg_group;190.67;2023-03-31
9f5140a1b075;padberg_group;238.86;2023-03-31
76c8822fed7d;padberg_group;120.64;2023-03-31
eea6cc454d95;padberg_group;179.26;2023-03-31
b4ee5c0379b9;padberg_group;80.71;2023-03-31
b85d8f2cb74a;padberg_group;287.72;2023-03-31
f0aeb32df7a0;padberg_group;83.47;2023-03-31
dde36c9cd33b;padberg_group;50.7;2023-03-31
b9e1a6c28585;padberg_group;374.41;2023-03-31
3e3a023931af;padberg_group;267.04;2023-03-31
644e63adec7f;padberg_group;289.39;2023-03-31
c17c6b9e438c;padberg_group;135.24;2023-03-31
18f9a85b763b;padberg_group;333.99;2023-03-31
1c96bb563448;padberg_group;342.91;2023-03-31
32db7ef31ef1;padberg_group;306.87;2023-04-01
48d51d2ec32f;padberg_group;253.95;2023-04-01
360205965a40;padberg_group;101.42;2023-04-01
e29fbf0a2ed0;padberg_group;499.34;2023-04-01
57d1fee2d5ae;padberg_group;291.23;2023-04-01
9571acc168e1;padberg_group;62.87;2023-04-01
89ab23a16543;padberg_group;363.71;2023-04-01
b726d64729d6;padberg_group;62.04;2023-04-01
9781c9f35d2c;padberg_group;470.18;2023-04-01
ba58e871b991;padberg_group;477.91;2023-04-01
d6ddda3de578;padberg_group;170.66;2023-04-01
caba0ba5fa45;padberg_group;150.74;2023-04-01
c14871de627e;padberg_group;238.87;2023-04-01
16c19ee0ec32;padberg_group;305.63;2023-04-01
7fe4da80b471;padberg_group;493.24;2023-04-01
9f57b75c19a4;padberg_group;170.38;2023-04-01
dfc0ad29623c;padberg_group;476.43;2023-04-01
f2b3b8546ea1;padberg_group;357.73;2023-04-01
d3390905bce0;padberg_group;332.45;2023-04-01
44d2374fe349;padberg_group;43.88;2023-04-01
f67455cabf93;padberg_group;166.89;2023-04-01
7e3800140f6e;padberg_group;222.96;2023-04-01
59fac41439b5;padberg_group;168.42;2023-04-01
f651058f6e14;padberg_group;434.53;2023-04-01
6287b3c4c364;padberg_group;165.57;2023-04-01
562d9af90e52;padberg_group;335.87;2023-04-01
787589d8b1a3;padberg_group;110.14;2023-04-01
92accfcaf67d;padberg_group;202.62;2023-04-01
5c1b6e4bbe37;padberg_group;188.23;2023-04-01
bc520f35c6db;padberg_group;51.31;2023-04-01
68d47238b1fe;padberg_group;310.75;2023-04-01
c0affaf12920;padberg_group;320.61;2023-04-01
fb983580637b;padberg_group;56.76;2023-04-01
6333f9afcfe0;padberg_group;413.22;2023-04-01
4d7275090236;padberg_group;33.95;2023-04-01
93bc53e4695f;padberg_group;353.04;2023-04-01
35a912992385;padberg_group;401.05;2023-04-01
39cc2d043186;padberg_group;399.15;2023-04-01
1586c0c63370;padberg_group;222.82;2023-04-01
ebb7714ec532;padberg_group;311.97;2023-04-02
1167fc6c661f;padberg_group;175.46;2023-04-02
68edca54085c;padberg_group;462.49;2023-04-02
b50782d2dcb3;padberg_group;329.75;2023-04-02
b15c9e9e76be;padberg_group;360.48;2023-04-02
246691662a6f;padberg_group;187.56;2023-04-02
78d0495da5d1;padberg_group;60.24;2023-04-02
682eb21585f4;padberg_group;131.69;2023-04-02
684355cfe7e4;padberg_group;214.18;2023-04-02
c95637634c97;padberg_group;400.69;2023-04-02
cd8bc03104b4;padberg_group;415.62;2023-04-02
5606f4f23f76;padberg_group;253.33;2023-04-02
024b63c8b0a5;padberg_group;445.01;2023-04-02
0a8aeb31eabd;padberg_group;398.49;2023-04-02
fed279aede3d;padberg_group;450.64;2023-04-02
5b9561236e42;padberg_group;376.08;2023-04-02
0ccc5dcc18a4;padberg_group;94.64;2023-04-02
6993506784e5;padberg_group;182.9;2023-04-02
3e34c3c5b81b;padberg_group;436.76;2023-04-02
002be08c127a;padberg_group;153.66;2023-04-02
114c7e3560f4;padberg_group;63.96;2023-04-02
84b52669d54c;padberg_group;350.58;2023-04-02
98e2753f9f8d;padberg_group;345.44;2023-04-02
deab3f3eec83;padberg_group;163.85;2023-04-02
c9b05c15497d;padberg_group;175.51;2023-04-02
a9c8a738a208;padberg_group;134.9;2023-04-02
2674d287f3a9;padberg_group;119.71;2023-04-02
0c91d89d61fe;padberg_group;198.2;2023-04-02
e51732ea32d0;padberg_group;96.14;2023-04-02
9b698ce8a5ff;padberg_group;366.43;2023-04-03
2f60dee1f9d4;padberg_group;424.88;2023-04-03
b81dfdccab13;padberg_group;47.95;2023-04-03
74038ecad104;padberg_group;468.2;2023-04-03
c6c2078d5984;padberg_group;279.96;2023-04-03
67fab4e03cdb;padberg_group;115.07;2023-04-03
654edf5ac5cb;padberg_group;168.15;2023-04-03
c51a762ae00a;padberg_group;377.98;2023-04-03
b630aa1bde07;padberg_group;266.66;2023-04-03
9e97a20644d7;padberg_group;311.05;2023-04-03
5b54b31fd483;padberg_group;153.82;2023-04-03
0d5693b8e322;padberg_group;418.54;2023-04-03
ca1b4239856a;padberg_group;153.75;2023-04-03
1b45a9666e03;padberg_group;268.97;2023-04-03
875120209ae5;padberg_group;135.19;2023-04-03
99012f0bae4d;padberg_group;211.15;2023-04-03
080d1dd57ac1;padberg_group;400.82;2023-04-03
4c061c1c58f7;padberg_group;381.95;2023-04-03
25b060c0d9ae;padberg_group;88.85;2023-04-03
c029ad3e41c2;padberg_group;449.8;2023-04-03
4c013002acfa;padberg_group;111.86;2023-04-03
bd8d571c8056;padberg_group;407.91;2023-04-03
73a65f2bfafc;padberg_group;336.68;2023-04-03
749c5a46178a;padberg_group;243.1;2023-04-03
1e46f32f8726;padberg_group;262.61;2023-04-03
5d46ba832eb5;padberg_group;168.48;2023-04-03
7560c913f5cb;padberg_group;384.33;2023-04-03
1cf8750b4795;padberg_group;194.74;2023-04-03
5e1a37d6fd17;padberg_group;253.97;2023-04-03
75bdf2de89a2;padberg_group;372.54;2023-04-03
d7d8a3a7c3c7;padberg_group;446.65;2023-04-03
fd1f0395e53e;padberg_group;280.05;2023-04-03
5727faf26762;padberg_group;131.78;2023-04-03
0e3bc2674cee;padberg_group;368.53;2023-04-03
980486ea763d;padberg_group;345.88;2023-04-03
aada0a208512;padberg_group;137.72;2023-04-03
dce79d67dcb0;padberg_group;266.33;2023-04-03
3b250c4022cc;padberg_group;83.75;2023-04-03
e5e4afb9598d;padberg_group;347.1;2023-04-03
e3268b48333d;padberg_group;67.26;2023-04-03
033397c48e47;padberg_group;48.73;2023-04-03
a3b3bfb6c6d1;padberg_group;379.75;2023-04-03
92ebda29739b;padberg_group;176.99;2023-04-03
113958946247;padberg_group;115.06;2023-04-03
992fd2636913;padberg_group;418.22;2023-04-03
d2de9ea0c022;padberg_group;374.62;2023-04-03
68bfc748a49d;padberg_group;488.98;2023-04-04
28c9725f7415;padberg_group;71.59;2023-04-04
de8691e6bf64;padberg_group;130.98;2023-04-04
75f23550423d;padberg_group;183.87;2023-04-04
75865e05b446;padberg_group;128.17;2023-04-04
9bc13f0458eb;padberg_group;302.4;2023-04-04
50fbc722113a;padberg_group;144.24;2023-04-04
9ee814d759f7;padberg_group;289.7;2023-04-04
56c89220552a;padberg_group;310.56;2023-04-04
8cacad1879e2;padberg_group;451.77;2023-04-04
56a39aac08ab;padberg_group;474.09;2023-04-04
2d33cb84e031;padberg_group;442.68;2023-04-04
a655b68f0748;padberg_group;82.48;2023-04-04
8f3503333189;padberg_group;209.1;2023-04-04
921b70883ff3;padberg_group;302.61;2023-04-04
673cd54a6a52;padberg_group;365.84;2023-04-04
1a9d70bcde27;padberg_group;196.63;2023-04-04
1a423a7697be;padberg_group;386.1;2023-04-04
05e41d37b379;padberg_group;47.28;2023-04-04
44ffd213cd81;padberg_group;84.72;2023-04-04
32862ec7ef10;padberg_group;48.99;2023-04-04
64f2353f7d9a;padberg_group;110.94;2023-04-04
1b75d8e0607a;padberg_group;227.98;2023-04-04
2790be6e5b2e;padberg_group;282.95;2023-04-04
b6373cea528f;padberg_group;121.01;2023-04-04
3efb9c180d74;padberg_group;256.25;2023-04-04
1e6c7da8b823;padberg_group;464.72;2023-04-04
833c7d0b4912;padberg_group;50.02;2023-04-04
0d736d6b3709;padberg_group;60.49;2023-04-04
2deb2b6f7eb5;padberg_group;478.52;2023-04-04
7b860a8f3943;padberg_group;83.04;2023-04-04
e6749b7d4359;padberg_group;120.82;2023-04-04
b3e97007fca1;padberg_group;138.85;2023-04-04
ffcbf6000c9c;padberg_group;376.92;2023-04-04
5a2c6f818cd6;padberg_group;427.41;2023-04-04
6c9dea63df72;padberg_group;407.69;2023-04-04
fc6142ae496d;padberg_group;227.2;2023-04-04
1894c2ae89a6;padberg_group;472.68;2023-04-04
6c2996a3ebc3;padberg_group;444.23;2023-04-04
38c0b51d2bb9;padberg_group;194.23;2023-04-04
f5034e30006b;padberg_group;306.43;2023-04-04
3116fe2365d1;padberg_group;184.05;2023-04-04
e0a6f322417a;padberg_group;440.46;2023-04-04
ed8bb3c4e032;padberg_group;217.66;2023-04-04
44d28c67a96e;padberg_group;80.08;2023-04-04
f0b36ac02e72;padberg_group;109.74;2023-04-04
ce50e06220c4;padberg_group;488.53;2023-04-04
cb17bb42bdad;padberg_group;422.43;2023-04-04
40c6c767391d;padberg_group;335.55;2023-04-04
eb1147702852;padberg_group;382.13;2023-04-04
ae3b357624ca;padberg_group;294.52;2023-04-05
cb077e0e3c8c;padberg_group;136.19;2023-04-05
251fa80e1822;padberg_group;298.74;2023-04-05
136ed3170a2e;padberg_group;305.63;2023-04-05
0bdd84fed021;padberg_group;195.9;2023-04-05
28030596905e;padberg_group;369.42;2023-04-05
a65d708ffcbc;padberg_group;314.66;2023-04-05
dc356d34ffa4;padberg_group;356.62;2023-04-05
21f4efabc35c;padberg_group;400.14;2023-04-05
3d414ea1b774;padberg_group;471.62;2023-04-05
1dfd4ff1bbe4;padberg_group;222.85;2023-04-05
b92f78015d52;padberg_group;489.21;2023-04-05
2ccd48479300;padberg_group;437.26;2023-04-05
d95b51e71543;padberg_group;486.4;2023-04-05
406b3a58d32f;padberg_group;420.94;2023-04-05
aae6e020b520;padberg_group;451.67;2023-04-05
eae623c808eb;padberg_group;335.34;2023-04-05
89bd54f15832;padberg_group;143.16;2023-04-05
022b198ee9b9;padberg_group;102.56;2023-04-05
6f27eeec1de2;padberg_group;92.95;2023-04-05
8d75a153c93c;padberg_group;392.61;2023-04-05
589930ea1d19;padberg_group;181.58;2023-04-05
c8a119ef29a3;padberg_group;371.69;2023-04-05
d62f0c4cbae0;padberg_group;41.25;2023-04-05
2672e0920f8e;padberg_group;80.0;2023-04-05
832f4e14c1ab;padberg_group;260.0;2023-04-05
192c5403465a;padberg_group;405.32;2023-04-05
cb705ec22b2f;padberg_group;362.48;2023-04-05
75a3ddeb6bd8;padberg_group;36.87;2023-04-05
49ffb9dab7ed;padberg_group;350.28;2023-04-05
ba3dd372d378;padberg_group;119.74;2023-04-05
b6149854bdaf;padberg_group;194.05;2023-04-05
abaf0dd7c2c0;padberg_group;370.72;2023-04-05
ebf634b36245;padberg_group;430.39;2023-04-05
9ec0afdb473c;padberg_group;425.69;2023-04-05
8475883b3594;padberg_group;229.28;2023-04-05
4db7c3b048c2;padberg_group;347.29;2023-04-05
6ae42c4592d1;padberg_group;124.08;2023-04-05
8ef20ae9b7dc;padberg_group;154.44;2023-04-05
4e488d1f9366;padberg_group;63.62;2023-04-06
0e93d21f428b;padberg_group;466.84;2023-04-06
93c29b20cd60;padberg_group;84.1;2023-04-06
1e648ae4d75b;padberg_group;189.3;2023-04-06
e4c42ca94349;padberg_group;230.38;2023-04-06
9aeab3a3abae;padberg_group;79.39;2023-04-06
2b5a749af180;padberg_group;50.5;2023-04-06
c2f1bb2fd443;padberg_group;312.31;2023-04-06
a4db4b09bb9b;padberg_group;359.82;2023-04-06
595a01fa7d67;padberg_group;136.71;2023-04-06
fe63b8d54290;padberg_group;116.96;2023-04-06
b640e5a0a733;padberg_group;471.17;2023-04-06
cd0b60d81953;padberg_group;206.18;2023-04-06
aee1155a15d2;padberg_group;433.69;2023-04-06
7fe9e21fc381;padberg_group;199.67;2023-04-06
c8d7d2f9fd52;padberg_group;154.72;2023-04-06
c0a68172422a;padberg_group;406.92;2023-04-06
dd003084ad71;padberg_group;226.34;2023-04-06
811c4b75c205;padberg_group;43.85;2023-04-06
ff1761eaedf0;padberg_group;141.89;2023-04-06
6a65849fbb21;padberg_group;198.54;2023-04-06
7cc8603dfc30;padberg_group;183.97;2023-04-06
c4d393ff602c;padberg_group;105.18;2023-04-06
e5244f648caf;padberg_group;38.65;2023-04-06
10f6d5a1ffd9;padberg_group;83.01;2023-04-06
f77690306c49;padberg_group;400.26;2023-04-06
14094ad6b610;padberg_group;447.08;2023-04-06
634a3f5077af;padberg_group;457.01;2023-04-06
74c9a82b495b;padberg_group;355.62;2023-04-06
34c71315897d;padberg_group;423.36;2023-04-06
00a0b4448084;padberg_group;56.75;2023-04-07
e96d14e88fa6;padberg_group;246.08;2023-04-07
3aa75b757800;padberg_group;144.72;2023-04-07
4f47b0f89019;padberg_group;62.19;2023-04-07
d1cd06a15146;padberg_group;478.15;2023-04-07
a1c8aa4ea3fd;padberg_group;407.5;2023-04-07
b404977b8cb6;padberg_group;189.29;2023-04-07
fa6db060cc50;padberg_group;198.4;2023-04-07
75dea7c072d3;padberg_group;203.43;2023-04-07
9ecad2f68536;padberg_group;131.89;2023-04-07
fbae4ac04c49;padberg_group;300.98;2023-04-07
e932282d7470;padberg_group;346.57;2023-04-07
0a38f95679d6;padberg_group;419.21;2023-04-07
14b9a08060b8;padberg_group;449.52;2023-04-07
2a6f47de5114;padberg_group;53.69;2023-04-07
09820f44d1ba;padberg_group;473.94;2023-04-07
becc6c71fe94;padberg_group;163.52;2023-04-07
6f605a556562;padberg_group;361.65;2023-04-07
0a4fe620d655;padberg_group;154.07;2023-04-07
f422c59e750b;padberg_group;203.62;2023-04-07
11039d9aedc7;padberg_group;59.49;2023-04-07
b166270ea3f8;padberg_group;97.71;2023-04-07
ec776ad32191;padberg_group;314.18;2023-04-07
b8fa62e25846;padberg_group;368.24;2023-04-07
ff36e33bf16f;padberg_group;290.62;2023-04-07
8bc2d90fb816;padberg_group;55.7;2023-04-07
22dd412539b8;padberg_group;60.89;2023-04-07
767a3fc43a8c;padberg_group;190.66;2023-04-07
fd5a1d8fae04;padberg_group;113.55;2023-04-07
20817d55f298;padberg_group;112.22;2023-04-07
fe578fbfb10e;padberg_group;476.81;2023-04-07
1e819dd72341;padberg_group;471.94;2023-04-07
d6d28cdb305d;padberg_group;490.84;2023-04-07
937d919c721c;padberg_group;266.36;2023-04-07
ee5889156185;padberg_group;476.15;2023-04-07
32acfe2a97d1;padberg_group;391.49;2023-04-07
b11de1527247;padberg_group;350.41;2023-04-07
64914abb0ccd;padberg_group;393.91;2023-04-07
330f790352c7;padberg_group;497.61;2023-04-07
2977bc7b5510;padberg_group;473.93;2023-04-07
401271e94fda;padberg_group;96.47;2023-04-07
93b671fc705e;padberg_group;397.99;2023-04-07
6695314f30c0;padberg_group;371.03;2023-04-07
11dd6e452833;padberg_group;276.49;2023-04-08
85b5cb81f326;padberg_group;491.93;2023-04-08
d33e5bd795e8;padberg_group;82.11;2023-04-08
b5a8f357b52f;padberg_group;35.88;2023-04-08
5c7259a08ff1;padberg_group;310.52;2023-04-08
8e8337804037;padberg_group;471.58;2023-04-08
bae568992637;padberg_group;419.15;2023-04-08
448222a626bb;padberg_group;272.92;2023-04-08
fddcca945d3a;padberg_group;380.04;2023-04-08
b2557bd35c36;padberg_group;85.04;2023-04-08
9c8f323a3e56;padberg_group;231.44;2023-04-09
8d003adba227;padberg_group;408.29;2023-04-09
3ea9b4fc1e89;padberg_group;72.08;2023-04-09
294763c34333;padberg_group;66.14;2023-04-09
bad677607a95;padberg_group;439.59;2023-04-09
c46dc13d3de9;padberg_group;449.84;2023-04-09
3ebc2b1b4600;padberg_group;397.18;2023-04-09
ff2aea8ff47b;padberg_group;389.49;2023-04-09
f44b3a4170d9;padberg_group;272.32;2023-04-09
4ed5baefa528;padberg_group;377.27;2023-04-09
9c9bea365c76;padberg_group;331.66;2023-04-09
ca6366959afb;padberg_group;254.72;2023-04-09
3ca09e650116;padberg_group;147.39;2023-04-09
e55a4bd9c360;padberg_group;253.96;2023-04-09
57fedd77d77d;padberg_group;82.21;2023-04-09
51b43ede3c32;padberg_group;140.63;2023-04-09
7f9bfc781acc;padberg_group;235.78;2023-04-09
229de2427357;padberg_group;488.92;2023-04-09
9db536c21d81;padberg_group;264.23;2023-04-09
6c3cbc704c1a;padberg_group;208.46;2023-04-09
1e5c4fc3ff47;padberg_group;249.48;2023-04-09
3bea18c67899;padberg_group;384.54;2023-04-09
1b8ccf716b46;padberg_group;63.8;2023-04-09
abec17faa238;padberg_group;280.57;2023-04-09
1b7e2f1cbf63;padberg_group;168.02;2023-04-09
96086fb38b48;padberg_group;481.08;2023-04-09
faa04c09e2c9;padberg_group;216.88;2023-04-09
0d12c312501c;padberg_group;375.53;2023-04-09
1ec89f79eb0f;padberg_group;488.64;2023-04-09
68f19c7e6d16;padberg_group;250.81;2023-04-09
cf79ca3c0a62;padberg_group;32.57;2023-04-09
0ddee81841f8;padberg_group;38.41;2023-04-09
62eaad563a48;padberg_group;73.16;2023-04-09
539717534230;padberg_group;191.37;2023-04-09
3336f49c9b67;padberg_group;42.56;2023-04-09
73e7ed9f3450;padberg_group;83.92;2023-04-09
998ea67327ee;padberg_group;77.67;2023-04-09
e555a23bc285;padberg_group;426.24;2023-04-09
3140f1480932;padberg_group;467.68;2023-04-09
5df0e36dc9fa;padberg_group;309.62;2023-04-09
b38aec690883;padberg_group;138.27;2023-04-09
942e577ff159;padberg_group;123.23;2023-04-09
06c4453661c4;padberg_group;269.11;2023-04-09
857ec4e53337;padberg_group;58.56;2023-04-10
f1d840529f4a;padberg_group;253.23;2023-04-10
f162f606002d;padberg_group;263.19;2023-04-10
f6e528d7eee8;padberg_group;428.0;2023-04-10
0d5890d58b41;padberg_group;337.96;2023-04-10
f442f162a6c9;padberg_group;148.37;2023-04-10
118fb82b2a9a;padberg_group;303.76;2023-04-10
8ba0201e76cf;padberg_group;477.91;2023-04-10
b9da51fa69b5;padberg_group;86.9;2023-04-10
49bcf8654fe3;padberg_group;48.63;2023-04-10
33dff3ddf604;padberg_group;221.89;2023-04-10
d7fc84c10371;padberg_group;54.86;2023-04-10
3526d8d31978;padberg_group;163.45;2023-04-10
87fc0a3a540c;padberg_group;237.53;2023-04-11
c1a83b563707;padberg_group;476.32;2023-04-11
21db4f02eb68;padberg_group;437.5;2023-04-11
d77578e8803a;padberg_group;431.19;2023-04-11
33bdfb2f43d6;padberg_group;461.57;2023-04-11
53b3df85df9d;padberg_group;116.48;2023-04-11
57125119a9fe;padberg_group;434.24;2023-04-11
5e9a178f47ff;padberg_group;143.41;2023-04-11
014a8bafbb49;padberg_group;447.93;2023-04-11
0fc6db871e07;padberg_group;497.55;2023-04-11
6fdaf9a8e8d5;padberg_group;30.4;2023-04-11
fb9ea3436292;padberg_group;204.08;2023-04-11
ed57dd2c69ba;padberg_group;299.88;2023-04-11
a1c54ec25c8d;padberg_group;107.17;2023-04-11
3eb46c8e4018;padberg_group;220.3;2023-04-11
3a769ffc8803;padberg_group;262.52;2023-04-11
f5f885dabd32;padberg_group;69.2;2023-04-11
44b7784013ad;padberg_group;238.27;2023-04-11
dd5cc3cfd818;padberg_group;390.66;2023-04-11
7c9a77171307;padberg_group;97.03;2023-04-11
b3305986df7f;padberg_group;276.88;2023-04-11
ed36be51c10b;padberg_group;163.77;2023-04-11
6206c9f84253;padberg_group;434.97;2023-04-11
67ecca3aecd1;padberg_group;216.81;2023-04-11
8706a6944278;padberg_group;244.04;2023-04-11
bb3a0ce6fab7;padberg_group;86.03;2023-04-11
0b1d12da7171;padberg_group;361.72;2023-04-12
dcc1243e1a17;padberg_group;133.92;2023-04-12
0344829e0e6d;padberg_group;33.4;2023-04-12
a121a4638528;padberg_group;472.95;2023-04-12
c232f479d343;padberg_group;326.71;2023-04-12
4dcdab385222;padberg_group;354.72;2023-04-12
99e928498a23;padberg_group;205.12;2023-04-12
58bcb6019524;padberg_group;65.36;2023-04-12
23c6c2a18339;padberg_group;363.86;2023-04-12
e22b5483202f;padberg_group;222.62;2023-04-12
f5d8b1fb94cc;padberg_group;382.52;2023-04-12
098ed16a3487;padberg_group;262.68;2023-04-12
e49ae2071fdd;padberg_group;374.2;2023-04-12
32e5dd08d20d;padberg_group;273.44;2023-04-12
3aa9c65c5d3c;padberg_group;57.13;2023-04-12
2312c500f0d0;padberg_group;60.48;2023-04-12
c50390d9ad7a;padberg_group;147.32;2023-04-13
fb2e4fc0e174;padberg_group;61.91;2023-04-13
9f6cc3c08ec1;padberg_group;433.4;2023-04-13
92c4c2d842c1;padberg_group;58.73;2023-04-13
1a127820611a;padberg_group;434.76;2023-04-13
72c010aa0cfa;padberg_group;130.06;2023-04-13
677fad8b0d0c;padberg_group;30.9;2023-04-13
dac249f30cf0;padberg_group;85.49;2023-04-13
700fd59eda6d;padberg_group;51.83;2023-04-13
669ebf6a5909;padberg_group;445.87;2023-04-13
7434e9939c2f;padberg_group;367.43;2023-04-13
14b9b403e599;padberg_group;427.96;2023-04-13
e7fcb153e792;padberg_group;331.94;2023-04-13
be0e631e29f0;padberg_group;293.57;2023-04-13
1f21ec23c16f;padberg_group;78.78;2023-04-13
dd12b3e6ab37;padberg_group;98.0;2023-04-13
8bf1b6a50701;padberg_group;287.03;2023-04-13
572ab7635def;padberg_group;260.53;2023-04-13
9dc31e2d9680;padberg_group;486.98;2023-04-13
a88f47a73ea8;padberg_group;293.29;2023-04-13
6c271a348e44;padberg_group;463.27;2023-04-13
0c6c15205bbd;padberg_group;271.99;2023-04-13
67ce9dd9fec6;padberg_group;455.8;2023-04-13
bb338db9e329;padberg_group;425.69;2023-04-13
8e19a6043c03;padberg_group;226.17;2023-04-13
0c35cef62626;padberg_group;86.62;2023-04-13
1ac82626c8e9;padberg_group;478.82;2023-04-13
674dd3fba94e;padberg_group;165.32;2023-04-13
79d25fa8c713;padberg_group;475.2;2023-04-13
5e0daa2ea943;padberg_group;133.64;2023-04-13
3ecd094d7d25;padberg_group;343.43;2023-04-13
e6c0479fc015;padberg_group;245.87;2023-04-13
67f6e42545a9;padberg_group;260.99;2023-04-13
aa2e0896acca;padberg_group;498.04;2023-04-14
364a19254253;padberg_group;301.38;2023-04-14
6d6050a851d5;padberg_group;325.55;2023-04-14
e484e9a8c2b2;padberg_group;314.24;2023-04-14
9cc23effc429;padberg_group;314.04;2023-04-14
fa8b9f0a40bd;padberg_group;250.72;2023-04-14
dde33d9d78d5;padberg_group;35.68;2023-04-14
5d69533ca3ee;padberg_group;268.67;2023-04-14
